age_group,year,sex,race_eth,deaths,crude.rate,cod
100+ years,2018,Male,White,529,Not Applicable,all_cause
100+ years,2019,Female,Black or African American,146,Not Applicable,all_cause
100+ years,2019,Female,White,1938,Not Applicable,all_cause
100+ years,2019,Male,Black or African American,32,Not Applicable,all_cause
100+ years,2019,Male,White,598,Not Applicable,all_cause
100+ years,2020,Female,Black or African American,184,Not Applicable,all_cause
100+ years,2020,Female,White,2128,Not Applicable,all_cause
100+ years,2020,Male,Black or African American,46,Not Applicable,all_cause
100+ years,2020,Male,White,662,Not Applicable,all_cause
100+ years,2021,Female,Black or African American,158,Not Applicable,all_cause
100+ years,2021,Female,White,2253,Not Applicable,all_cause
100+ years,2021,Male,Black or African American,39,Not Applicable,all_cause
100+ years,2021,Male,White,690,Not Applicable,all_cause
100+ years,2022,Female,Black or African American,189,Not Applicable,all_cause
100+ years,2022,Female,White,2422,Not Applicable,all_cause
100+ years,2022,Male,Black or African American,48,Not Applicable,all_cause
100+ years,2022,Male,White,707,Not Applicable,all_cause
100+ years,2023,Female,Black or African American,177,Not Applicable,all_cause
100+ years,2023,Female,White,2217,Not Applicable,all_cause
100+ years,2023,Male,Black or African American,34,Not Applicable,all_cause
100+ years,2023,Male,White,707,Not Applicable,all_cause
< 1 year,1999,Female,Hispanic,577,504.0,all_cause
< 1 year,1999,Male,Hispanic,719,598.3,all_cause
< 1 year,2000,Female,Hispanic,633,554.1,all_cause
< 1 year,2000,Male,Hispanic,729,606.7,all_cause
< 1 year,2001,Female,Hispanic,591,462.7,all_cause
< 1 year,2001,Male,Hispanic,728,543.8,all_cause
< 1 year,2002,Female,Hispanic,629,490.6,all_cause
< 1 year,2002,Male,Hispanic,746,563.9,all_cause
< 1 year,2003,Female,Hispanic,626,484.3,all_cause
< 1 year,2003,Male,Hispanic,785,583.1,all_cause
< 1 year,2004,Female,Hispanic,616,473.8,all_cause
< 1 year,2004,Male,Hispanic,810,603.8,all_cause
< 1 year,2005,Female,Hispanic,660,498.4,all_cause
< 1 year,2005,Male,Hispanic,840,611.0,all_cause
< 1 year,2006,Female,Hispanic,669,497.5,all_cause
< 1 year,2006,Male,Hispanic,823,593.4,all_cause
< 1 year,2007,Female,Hispanic,691,502.8,all_cause
< 1 year,2007,Male,Hispanic,836,587.6,all_cause
< 1 year,2008,Female,Hispanic,687,501.1,all_cause
< 1 year,2008,Male,Hispanic,821,574.4,all_cause
< 1 year,2009,Female,Hispanic,611,464.8,all_cause
< 1 year,2009,Male,Hispanic,746,548.4,all_cause
< 1 year,2010,Female,Hispanic,572,440.5,all_cause
< 1 year,2010,Male,Hispanic,692,513.6,all_cause
< 1 year,2011,Female,Hispanic,565,423.8,all_cause
< 1 year,2011,Male,Hispanic,663,475.6,all_cause
< 1 year,2012,Female,Hispanic,548,407.7,all_cause
< 1 year,2012,Male,Hispanic,609,435.0,all_cause
< 1 year,2013,Female,Hispanic,542,412.1,all_cause
< 1 year,2013,Male,Hispanic,668,487.2,all_cause
< 1 year,2014,Female,Hispanic,505,388.9,all_cause
< 1 year,2014,Male,Hispanic,577,427.7,all_cause
< 1 year,2015,Female,Hispanic,519,403.1,all_cause
< 1 year,2015,Male,Hispanic,596,443.5,all_cause
< 1 year,2016,Female,Hispanic,454,359.9,all_cause
< 1 year,2016,Male,Hispanic,585,444.7,all_cause
< 1 year,2017,Female,Hispanic,487,391.8,all_cause
< 1 year,2017,Male,Hispanic,602,463.6,all_cause
1-4 years,1999,Female,Hispanic,126,27.1,all_cause
1-4 years,1999,Male,Hispanic,159,32.9,all_cause
1-4 years,2000,Female,Hispanic,110,23.6,all_cause
1-4 years,2000,Male,Hispanic,169,34.7,all_cause
1-4 years,2001,Female,Hispanic,106,22.9,all_cause
1-4 years,2001,Male,Hispanic,133,27.5,all_cause
1-4 years,2002,Female,Hispanic,112,23.7,all_cause
1-4 years,2002,Male,Hispanic,145,29.3,all_cause
1-4 years,2003,Female,Hispanic,114,23.5,all_cause
1-4 years,2003,Male,Hispanic,175,34.6,all_cause
1-4 years,2004,Female,Hispanic,125,25.2,all_cause
1-4 years,2004,Male,Hispanic,138,26.5,all_cause
1-4 years,2005,Female,Hispanic,123,24.3,all_cause
1-4 years,2005,Male,Hispanic,169,32.1,all_cause
1-4 years,2006,Female,Hispanic,118,23.3,all_cause
1-4 years,2006,Male,Hispanic,139,26.4,all_cause
1-4 years,2007,Female,Hispanic,117,22.9,all_cause
1-4 years,2007,Male,Hispanic,134,25.2,all_cause
1-4 years,2008,Female,Hispanic,95,18.3,all_cause
1-4 years,2008,Male,Hispanic,137,25.3,all_cause
1-4 years,2009,Female,Hispanic,108,20.4,all_cause
1-4 years,2009,Male,Hispanic,148,26.8,all_cause
1-4 years,2010,Female,Hispanic,98,18.5,all_cause
1-4 years,2010,Male,Hispanic,136,24.5,all_cause
1-4 years,2011,Female,Hispanic,120,22.5,all_cause
1-4 years,2011,Male,Hispanic,133,23.9,all_cause
1-4 years,2012,Female,Hispanic,106,19.9,all_cause
1-4 years,2012,Male,Hispanic,99,17.8,all_cause
1-4 years,2013,Female,Hispanic,79,15.1,all_cause
1-4 years,2013,Male,Hispanic,110,20.2,all_cause
1-4 years,2014,Female,Hispanic,88,16.8,all_cause
1-4 years,2014,Male,Hispanic,103,19.1,all_cause
1-4 years,2015,Female,Hispanic,84,16.3,all_cause
1-4 years,2015,Male,Hispanic,94,17.6,all_cause
1-4 years,2016,Female,Hispanic,91,18.0,all_cause
1-4 years,2016,Male,Hispanic,96,18.3,all_cause
1-4 years,2017,Female,Hispanic,62,12.4,all_cause
1-4 years,2017,Male,Hispanic,95,18.3,all_cause
5-9 years,1999,Female,Hispanic,70,11.7,all_cause
5-9 years,1999,Male,Hispanic,76,12.2,all_cause
5-9 years,2000,Female,Hispanic,79,13.1,all_cause
5-9 years,2000,Male,Hispanic,94,14.9,all_cause
5-9 years,2001,Female,Hispanic,64,10.6,all_cause
5-9 years,2001,Male,Hispanic,88,13.9,all_cause
5-9 years,2002,Female,Hispanic,77,12.8,all_cause
5-9 years,2002,Male,Hispanic,106,16.9,all_cause
5-9 years,2003,Female,Hispanic,69,11.6,all_cause
5-9 years,2003,Male,Hispanic,99,16.0,all_cause
5-9 years,2004,Female,Hispanic,59,10.1,all_cause
5-9 years,2004,Male,Hispanic,73,12.0,all_cause
5-9 years,2005,Female,Hispanic,75,13.0,all_cause
5-9 years,2005,Male,Hispanic,70,11.6,all_cause
5-9 years,2006,Female,Hispanic,60,10.3,all_cause
5-9 years,2006,Male,Hispanic,84,13.8,all_cause
5-9 years,2007,Female,Hispanic,72,12.2,all_cause
5-9 years,2007,Male,Hispanic,96,15.7,all_cause
5-9 years,2008,Female,Hispanic,62,10.3,all_cause
5-9 years,2008,Male,Hispanic,81,12.9,all_cause
5-9 years,2009,Female,Hispanic,76,12.3,all_cause
5-9 years,2009,Male,Hispanic,70,10.9,all_cause
5-9 years,2010,Female,Hispanic,54,8.5,all_cause
5-9 years,2010,Male,Hispanic,69,10.5,all_cause
5-9 years,2011,Female,Hispanic,50,7.8,all_cause
5-9 years,2011,Male,Hispanic,55,8.2,all_cause
5-9 years,2012,Female,Hispanic,52,8.0,all_cause
5-9 years,2012,Male,Hispanic,65,9.6,all_cause
5-9 years,2013,Female,Hispanic,66,10.0,all_cause
5-9 years,2013,Male,Hispanic,54,7.8,all_cause
5-9 years,2014,Female,Hispanic,39,5.9,all_cause
5-9 years,2014,Male,Hispanic,84,12.2,all_cause
5-9 years,2015,Female,Hispanic,38,5.7,all_cause
5-9 years,2015,Male,Hispanic,64,9.3,all_cause
5-9 years,2016,Female,Hispanic,69,10.4,all_cause
5-9 years,2016,Male,Hispanic,72,10.4,all_cause
5-9 years,2017,Female,Hispanic,50,7.6,all_cause
5-9 years,2017,Male,Hispanic,71,10.4,all_cause
10-14 years,1999,Female,Hispanic,63,13.0,all_cause
10-14 years,1999,Male,Hispanic,104,20.5,all_cause
10-14 years,2000,Female,Hispanic,69,13.5,all_cause
10-14 years,2000,Male,Hispanic,113,21.2,all_cause
10-14 years,2001,Female,Hispanic,77,14.1,all_cause
10-14 years,2001,Male,Hispanic,77,13.5,all_cause
10-14 years,2002,Female,Hispanic,71,12.3,all_cause
10-14 years,2002,Male,Hispanic,97,16.1,all_cause
10-14 years,2003,Female,Hispanic,92,15.3,all_cause
10-14 years,2003,Male,Hispanic,127,20.2,all_cause
10-14 years,2004,Female,Hispanic,74,11.9,all_cause
10-14 years,2004,Male,Hispanic,110,16.9,all_cause
10-14 years,2005,Female,Hispanic,60,9.5,all_cause
10-14 years,2005,Male,Hispanic,131,19.8,all_cause
10-14 years,2006,Female,Hispanic,96,15.0,all_cause
10-14 years,2006,Male,Hispanic,117,17.6,all_cause
10-14 years,2007,Female,Hispanic,68,10.7,all_cause
10-14 years,2007,Male,Hispanic,108,16.3,all_cause
10-14 years,2008,Female,Hispanic,89,14.0,all_cause
10-14 years,2008,Male,Hispanic,94,14.2,all_cause
10-14 years,2009,Female,Hispanic,68,10.7,all_cause
10-14 years,2009,Male,Hispanic,100,15.1,all_cause
10-14 years,2010,Female,Hispanic,65,10.2,all_cause
10-14 years,2010,Male,Hispanic,83,12.5,all_cause
10-14 years,2011,Female,Hispanic,67,10.5,all_cause
10-14 years,2011,Male,Hispanic,89,13.4,all_cause
10-14 years,2012,Female,Hispanic,57,9.0,all_cause
10-14 years,2012,Male,Hispanic,82,12.4,all_cause
10-14 years,2013,Female,Hispanic,77,12.2,all_cause
10-14 years,2013,Male,Hispanic,92,14.0,all_cause
10-14 years,2014,Female,Hispanic,59,9.3,all_cause
10-14 years,2014,Male,Hispanic,102,15.5,all_cause
10-14 years,2015,Female,Hispanic,56,8.8,all_cause
10-14 years,2015,Male,Hispanic,84,12.8,all_cause
10-14 years,2016,Female,Hispanic,52,8.1,all_cause
10-14 years,2016,Male,Hispanic,84,12.7,all_cause
10-14 years,2017,Female,Hispanic,59,9.0,all_cause
10-14 years,2017,Male,Hispanic,96,14.2,all_cause
15-19 years,1999,Female,Hispanic,128,28.1,all_cause
15-19 years,1999,Male,Hispanic,422,83.2,all_cause
15-19 years,2000,Female,Hispanic,115,24.5,all_cause
15-19 years,2000,Male,Hispanic,443,85.1,all_cause
15-19 years,2001,Female,Hispanic,126,26.1,all_cause
15-19 years,2001,Male,Hispanic,482,89.9,all_cause
15-19 years,2002,Female,Hispanic,137,27.7,all_cause
15-19 years,2002,Male,Hispanic,488,89.3,all_cause
15-19 years,2003,Female,Hispanic,145,28.4,all_cause
15-19 years,2003,Male,Hispanic,522,93.1,all_cause
15-19 years,2004,Female,Hispanic,140,26.5,all_cause
15-19 years,2004,Male,Hispanic,486,84.0,all_cause
15-19 years,2005,Female,Hispanic,173,31.3,all_cause
15-19 years,2005,Male,Hispanic,556,92.4,all_cause
15-19 years,2006,Female,Hispanic,157,27.1,all_cause
15-19 years,2006,Male,Hispanic,602,96.2,all_cause
15-19 years,2007,Female,Hispanic,135,22.3,all_cause
15-19 years,2007,Male,Hispanic,529,81.4,all_cause
15-19 years,2008,Female,Hispanic,153,24.4,all_cause
15-19 years,2008,Male,Hispanic,477,71.1,all_cause
15-19 years,2009,Female,Hispanic,151,23.3,all_cause
15-19 years,2009,Male,Hispanic,451,65.5,all_cause
15-19 years,2010,Female,Hispanic,122,18.6,all_cause
15-19 years,2010,Male,Hispanic,432,62.0,all_cause
15-19 years,2011,Female,Hispanic,121,18.4,all_cause
15-19 years,2011,Male,Hispanic,405,58.2,all_cause
15-19 years,2012,Female,Hispanic,100,15.4,all_cause
15-19 years,2012,Male,Hispanic,386,56.3,all_cause
15-19 years,2013,Female,Hispanic,98,15.2,all_cause
15-19 years,2013,Male,Hispanic,348,51.6,all_cause
15-19 years,2014,Female,Hispanic,121,18.9,all_cause
15-19 years,2014,Male,Hispanic,359,54.0,all_cause
15-19 years,2015,Female,Hispanic,143,22.4,all_cause
15-19 years,2015,Male,Hispanic,397,60.1,all_cause
15-19 years,2016,Female,Hispanic,150,23.6,all_cause
15-19 years,2016,Male,Hispanic,401,61.0,all_cause
15-19 years,2017,Female,Hispanic,152,23.9,all_cause
15-19 years,2017,Male,Hispanic,374,57.0,all_cause
20-24 years,1999,Female,Hispanic,137,30.2,all_cause
20-24 years,1999,Male,Hispanic,613,115.7,all_cause
20-24 years,2000,Female,Hispanic,152,32.3,all_cause
20-24 years,2000,Male,Hispanic,582,105.5,all_cause
20-24 years,2001,Female,Hispanic,176,36.2,all_cause
20-24 years,2001,Male,Hispanic,679,119.4,all_cause
20-24 years,2002,Female,Hispanic,146,29.3,all_cause
20-24 years,2002,Male,Hispanic,711,122.0,all_cause
20-24 years,2003,Female,Hispanic,167,32.7,all_cause
20-24 years,2003,Male,Hispanic,744,125.6,all_cause
20-24 years,2004,Female,Hispanic,158,30.4,all_cause
20-24 years,2004,Male,Hispanic,762,126.9,all_cause
20-24 years,2005,Female,Hispanic,178,34.0,all_cause
20-24 years,2005,Male,Hispanic,809,134.1,all_cause
20-24 years,2006,Female,Hispanic,185,35.0,all_cause
20-24 years,2006,Male,Hispanic,872,144.1,all_cause
20-24 years,2007,Female,Hispanic,196,36.8,all_cause
20-24 years,2007,Male,Hispanic,811,133.5,all_cause
20-24 years,2008,Female,Hispanic,157,28.9,all_cause
20-24 years,2008,Male,Hispanic,735,119.5,all_cause
20-24 years,2009,Female,Hispanic,176,31.5,all_cause
20-24 years,2009,Male,Hispanic,688,109.8,all_cause
20-24 years,2010,Female,Hispanic,154,26.8,all_cause
20-24 years,2010,Male,Hispanic,605,94.4,all_cause
20-24 years,2011,Female,Hispanic,185,30.6,all_cause
20-24 years,2011,Male,Hispanic,627,94.1,all_cause
20-24 years,2012,Female,Hispanic,154,24.6,all_cause
20-24 years,2012,Male,Hispanic,614,90.2,all_cause
20-24 years,2013,Female,Hispanic,183,28.6,all_cause
20-24 years,2013,Male,Hispanic,686,99.2,all_cause
20-24 years,2014,Female,Hispanic,192,29.2,all_cause
20-24 years,2014,Male,Hispanic,639,91.5,all_cause
20-24 years,2015,Female,Hispanic,202,30.7,all_cause
20-24 years,2015,Male,Hispanic,719,103.4,all_cause
20-24 years,2016,Female,Hispanic,215,33.0,all_cause
20-24 years,2016,Male,Hispanic,761,110.9,all_cause
20-24 years,2017,Female,Hispanic,217,33.4,all_cause
20-24 years,2017,Male,Hispanic,765,112.8,all_cause
25-29 years,1999,Female,Hispanic,167,34.9,all_cause
25-29 years,1999,Male,Hispanic,574,103.6,all_cause
25-29 years,2000,Female,Hispanic,161,32.9,all_cause
25-29 years,2000,Male,Hispanic,518,93.4,all_cause
25-29 years,2001,Female,Hispanic,175,35.2,all_cause
25-29 years,2001,Male,Hispanic,578,103.6,all_cause
25-29 years,2002,Female,Hispanic,150,29.8,all_cause
25-29 years,2002,Male,Hispanic,609,108.5,all_cause
25-29 years,2003,Female,Hispanic,166,32.7,all_cause
25-29 years,2003,Male,Hispanic,604,106.7,all_cause
25-29 years,2004,Female,Hispanic,182,35.5,all_cause
25-29 years,2004,Male,Hispanic,643,112.4,all_cause
25-29 years,2005,Female,Hispanic,187,36.0,all_cause
25-29 years,2005,Male,Hispanic,759,130.7,all_cause
25-29 years,2006,Female,Hispanic,210,39.8,all_cause
25-29 years,2006,Male,Hispanic,675,114.6,all_cause
25-29 years,2007,Female,Hispanic,193,36.0,all_cause
25-29 years,2007,Male,Hispanic,675,113.0,all_cause
25-29 years,2008,Female,Hispanic,195,35.7,all_cause
25-29 years,2008,Male,Hispanic,638,105.5,all_cause
25-29 years,2009,Female,Hispanic,215,38.8,all_cause
25-29 years,2009,Male,Hispanic,593,97.3,all_cause
25-29 years,2010,Female,Hispanic,178,31.9,all_cause
25-29 years,2010,Male,Hispanic,530,86.7,all_cause
25-29 years,2011,Female,Hispanic,179,31.9,all_cause
25-29 years,2011,Male,Hispanic,548,88.0,all_cause
25-29 years,2012,Female,Hispanic,164,29.3,all_cause
25-29 years,2012,Male,Hispanic,599,96.1,all_cause
25-29 years,2013,Female,Hispanic,181,32.0,all_cause
25-29 years,2013,Male,Hispanic,591,93.5,all_cause
25-29 years,2014,Female,Hispanic,204,35.2,all_cause
25-29 years,2014,Male,Hispanic,632,99.4,all_cause
25-29 years,2015,Female,Hispanic,201,33.7,all_cause
25-29 years,2015,Male,Hispanic,675,104.2,all_cause
25-29 years,2016,Female,Hispanic,244,39.7,all_cause
25-29 years,2016,Male,Hispanic,818,123.4,all_cause
25-29 years,2017,Female,Hispanic,229,36.1,all_cause
25-29 years,2017,Male,Hispanic,844,122.8,all_cause
30-34 years,1999,Female,Hispanic,202,43.8,all_cause
30-34 years,1999,Male,Hispanic,610,115.5,all_cause
30-34 years,2000,Female,Hispanic,187,40.3,all_cause
30-34 years,2000,Male,Hispanic,617,116.6,all_cause
30-34 years,2001,Female,Hispanic,216,44.8,all_cause
30-34 years,2001,Male,Hispanic,590,108.9,all_cause
30-34 years,2002,Female,Hispanic,195,39.4,all_cause
30-34 years,2002,Male,Hispanic,621,113.0,all_cause
